Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
€45000,"Rue de l'Eglise, 1",2,G,715,0,0,0,214,0,2,0,To restore,0,0,0,0,0,0,0,10665568,7300
€55000,"Rue de l'Eglise, 1",2,G,549,0,0,0,286,0,2,0,To renovate,0,0,1,0,0,0,0,10665566,7300
€55000,"Rue de l'Eglise, 1",2,G,575,0,0,0,212,0,2,0,To restore,0,0,0,0,0,0,0,10665564,7300
€459000,Stationsstraat 97,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665558,9120
€290000,Square Marie Louise 4/21,2,Not specified,Not specified,0,0,0,0,0,2,0,Good,0,1,0,0,0,Installed,0,10665556,1180
€105000,Rue de Courtrai 28,1,E,398,0,Yes,0,0,31,2,0,Just renovated,0,0,1,0,1,Semi equipped,Electric,10665555,7700
€219000,Avenue de l'Hopital Français 15,2,E,212,0,0,19,0,33,3,1962,0,0,1,0,0,1,Semi equipped,Electric,10665552,1000
€,Chaussée de Charleroi 226,5,E,363,0,Yes,0,0,0,2,0,Good,0,2,1,0,2,Semi equipped,Fuel oil,2,3
€275000,rue du Monastère 12,2,G,517,0,0,0,0,20,2,1956,0,0,1,0,0,0,Installed,Gas,10665547,1040
€259000,Prinses Josephine Charlottelaan 72,3,C,253,0,Yes,0,0,0,3,1974,Just renovated,0,1,0,0,1,Installed,Fuel oil,10665546,9140
€1589000,Bredabaan 260,10,C,211,0,Yes,0,4670,0,4,1977,As new,0,3,0,0,0,Hyper equipped,Gas,10665544,9140
€,Rue de Namur 93,3,F,470,0,0,37,340,30,4,1904,To be done up,0,1,0,0,1,Semi equipped,Gas,10665539,1400
€299000,Bischoppenhoflaan 284,4,D,302,0,0,0,170,30,2,0,To renovate,0,1,0,0,2,Semi equipped,Gas,10665533,2100
€292500,Tiensesteenweg 227/101,3,A+,-20,0,0,47,0,0,2,2022,0,0,1,0,0,0,Installed,0,10665528,3870
€179000,Tiensesteenweg 227/101,2,C,292,0,0,0,0,0,2,1959,To renovate,0,1,0,0,0,Semi equipped,Gas,10665527,3800
€285000,Tiensesteenweg 227/101,3,F,665,0,0,0,558,0,4,1973,Good,0,1,0,0,1,Installed,Fuel oil,10553098,3600
€279000,Sint-Jansvliet 5,2,B,158,0,0,6,0,0,2,2008,Good,0,1,0,Yes,1,Installed,Gas,10665525,2610
€239000,Antwerpsesteenweg 211,2,B,151,No,0,14,0,26,0,1980,Good,0,1,0,0,1,Installed,0,10665522,9000
€239000,Antwerpsesteenweg 211,2,B,151,No,0,14,0,26,0,1980,Good,0,1,0,0,1,Installed,0,10665521,9040
€339000,Antwerpsesteenweg 211,3,C,272,No,0,65,0,26,0,0,As new,0,0,1,Yes,1,Installed,Gas,10665519,9000
€289000,Wechelsebaan 64,4,F,618,0,0,35,616,31,0,1972,To renovate,0,1,0,0,1,Semi equipped,Gas,10665516,2275
€233/month,Av. Van Crombrugghe 59,1,C,114,No,0,8,0,24,0,1966,Good,0,1,1,0,1,Hyper equipped,0,10665515,1170
€239000,Rue du centre 24,4,G,663,0,0,0,530,27,4,0,Good,0,1,1,Yes,3,Semi equipped,Fuel oil,10588935,5190
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,20
€327500,"Avenue Napoléon, 1",3,D,262,No,0,21,201,29,2,1970,0,0,1,0,0,2,Installed,Gas,1420,27
€269000,Route du Condroz 94,4,D,321,0,0,0,455,0,3,0,0,0,1,0,0,0,Installed,0,89,3
€159000,Route du Condroz 94,2,E,392,0,0,16,182,32,0,0,0,0,1,0,0,0,0,0,10665498,4100
€430000,Paalstraat 70,3,C,256,0,0,42,447,32,3,1960,Good,0,1,0,0,0,Installed,Gas,10554963,2940
€,"Dascottelei, 152",2,B,110,0,0,7,0,32,0,1980,To be done up,0,1,0,0,1,Semi equipped,Gas,10665489,2100
€99500,Grote Markt 35,2,D,356,0,0,0,40,0,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,10665487,9500
€700/maand.,Grote Markt 35,3,C,207,0,0,0,0,0,0,0,Good,0,0,0,0,0,0,0,10665486,9600
€99500,Grote Markt 35,2,D,356,0,0,0,40,0,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,10665485,9500
€240000,Grote Markt 35,3,B,138,0,0,0,58,20,2,2019,Just renovated,0,1,0,0,2,Installed,Gas,10665484,9500
€165000,Grote Markt 35,4,C,230,0,0,0,50,0,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,10665483,9500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665482,9600
€,Rue Monjoie 4,4,G,525,0,0,0,396,0,4,1949,To renovate,0,1,1,0,2,Installed,Fuel oil,9,3
€,Rue d'Incourt 37,2,Not specified,Not specified,0,0,15,0,0,4,2024,0,0,0,2,0,2,USA semi equipped,0,89,3
€580000,Kasteelstraat 58,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,Not installed,0,10665475,2018
€179,Avenues Charles Quint 114,2,D,177,0,0,4,0,33,2,1961,Good,0,1,0,0,1,0,Gas,20,20
€349000,Guido Gezellelaan 44,6,C,207,0,Yes,0,1648,0,4,1974,Good,0,2,1,0,3,Installed,Gas,10665470,3582
€129000,Guido Gezellelaan 44,3,B,164,0,Yes,0,620,0,4,2016,To be done up,0,1,0,0,1,Semi equipped,Fuel oil,88,3
€349000,Guido Gezellelaan 44,6,C,207,0,Yes,0,1648,0,4,1974,Good,0,2,1,0,3,Installed,Gas,10665464,3582
€139000,Grote Markt 1,4,F,627,Yes,Yes,0,83,0,2,0,Good,0,0,0,0,1,Semi equipped,Gas,10665462,8370
€895000,Wolvenbosdreef 6,3,F,532,No,Yes,0,5610,0,0,0,Good,0,0,1,0,2,Hyper equipped,Gas,10577036,2980
€359000,Vismarkt 10 c,3,C,256,0,0,0,43,0,3,1930,0,0,1,1,0,1,0,Gas,10665461,3000
€239000,Rue Charles Dupret 13,2,Not specified,Not specified,0,0,0,875,0,4,0,0,0,1,0,0,0,Semi equipped,Fuel oil,10665460,6240
€849000,Vismarkt 10 c,6,B,137,0,0,22,100,32,2,0,Just renovated,0,2,0,0,3,0,Gas,10665458,3000
€239000,Museumstraat 50,1,C,258,0,0,0,0,28,0,0,0,0,1,0,0,1,Installed,Gas,10665455,2000
€485000,Museumstraat 50,1,B,147,0,0,30,0,0,2,2022,0,0,1,0,0,1,Installed,0,10665454,2000
€890000,Route de Herbesthal 89,5,C,192,0,0,100,3433,0,4,1989,Good,0,2,0,0,4,Hyper equipped,Fuel oil,10665453,4700
€495000,Korenmarkt 8,3,E,463,0,0,0,0,0,2,0,0,0,1,0,0,0,0,Gas,10665452,2890
€550000,"Roterijstraat, 202",4,C,228,0,Yes,0,801,0,4,2005,Good,0,1,0,0,0,Installed,Gas,10665450,8710
€180,Britselei 42,2,C,251,0,0,22,0,22,2,0,Good,0,1,0,0,1,Installed,Fuel oil,10665448,2018
€210000,Durmelaan 24,3,C,255,0,0,0,103,0,2,1965,Good,0,0,0,No,2,0,Gas,10665439,9160
€23.000,Dorp 35,3,B,174,0,0,0,0,0,2,1966,Good,0,1,0,No,2,0,Gas,10665438,2800
€99000,Vierkeerstraat 2 bus 2,3,E,434,0,0,0,55,12,2,0,To renovate,0,1,0,No,1,0,Gas,10665437,8930
€220000,Vierkeerstraat 2 bus 2,4,B,181,0,0,0,123,16,2,1918,Good,0,1,0,No,2,0,Gas,10665436,8930
€549000,Posterijstraat 61,3,Not specified,Not specified,0,Yes,0,519,0,3,2022,Good,0,1,0,No,2,0,0,10665435,9680
€220000,Brugsestraat 1,2,D,397,0,Yes,0,0,0,2,1965,Good,0,1,0,No,1,0,Gas,10665434,8200
€9000,Chaussée Bara 339,3,A,47,No,0,96,0,0,4,2023,As new,0,2,2,0,1,Hyper equipped,Gas,1420,27
€119000,Dikkebusseweg 99,2,C,217,0,0,0,0,0,4,0,To renovate,0,2,0,No,2,0,0,10665431,8900
€495000,"Nieuwpoortsesteenweg, 74",4,D,336,0,0,0,0,0,2,0,0,0,1,0,No,3,0,Gas,10665428,8400
€259000,Basiliekstraat 136,3,D,371,0,Yes,0,80,26,4,0,To be done up,0,1,0,Yes,0,0,0,10665426,1500
€199000,Parklaan 187,2,D,388,No,0,20,0,20,0,0,Good,0,0,0,0,1,Installed,Gas,10665419,9400
€,Rue L. Debattre 30,6,D,329,0,Yes,0,7428,54,4,0,0,0,2,0,Yes,2,Semi equipped,Fuel oil,10665418,6150
€795000,"Oppemlaan, 32",0,Not specified,Not specified,No,0,14,176,0,2,1989,Good,0,0,0,0,0,0,Gas,10665409,1950
€32,Chaussee de la Hulpe 268,1,F,332,No,0,5,0,34,0,1965,To be done up,0,1,0,0,1,Semi equipped,Gas,10665407,1070
€305000,Dorpshart 10,3,B,146,0,0,12,0,30,0,2014,Good,0,1,0,0,2,Hyper equipped,Gas,10665406,2830
€315000,Stormestraat 100,3,C,247,No,Yes,0,292,27,2,0,Good,0,0,0,0,2,Installed,Gas,10665403,8790
€250000,Chaussee de Charleroi 59 B,2,F,491,0,0,0,427,0,3,1961,To renovate,0,0,1,0,1,Not installed,0,10665402,5030
€1950000,Chaussée de Waterloo 1382,6,G,744,0,Yes,0,1100,0,4,1951,To renovate,0,5,0,0,0,Not installed,Gas,10665398,1180
€245000,Kouter 98,2,B,129,No,0,15,0,0,4,1969,Good,0,1,0,0,1,Installed,Gas,10665395,9050
€275000,Grote Markt 13,3,E,403,No,Yes,0,524,0,3,1970,To be done up,0,1,0,0,1,Installed,Fuel oil,10665394,8800
€580000,Noordstraat 10,3,A,63,No,Yes,0,538,0,4,0,Good,0,1,0,0,2,Installed,0,10665392,8630
€555000,Noordstraat 10,3,A,63,No,Yes,0,539,0,3,2023,As new,0,1,0,0,2,Installed,0,10665391,8630
€159000,Leopoldlaan 1,1,Not specified,Not specified,No,0,0,0,0,2,1977,Good,0,1,0,0,0,Installed,Electric,10665390,8434
€235000,Gentse Baan 45A,2,E,419,No,0,0,4197,0,4,2007,Good,0,2,0,Yes,0,0,Gas,10665378,9190
€249000,Chaussée de Tongres 325,3,E,396,0,0,0,220,0,2,0,0,0,0,0,0,0,0,0,10665364,4000
€500,‘Heuvelstraat 86,3,C,283,No,0,20,0,43,2,1972,0,0,2,0,0,2,Installed,Electric,10665359,2600
€275000,Jan Van Gentsctraat 5,2,B,114,0,0,0,0,38,2,0,As new,0,1,0,0,1,0,Gas,2170,20
€249000,Leuvensestraat 70,3,D,323,No,0,40,481,28,3,1993,To be done up,0,1,0,Yes,0,Installed,0,10623647,3890
€299000,Rue de Wand 25,2,Not specified,Not specified,No,0,0,0,29,2,1960,0,0,1,2,0,2,Installed,Gas,10665345,1020
€250000,Rue Basse 21-23 Bte15 b1,3,E,268,No,0,13,0,27,2,0,To be done up,0,1,0,0,2,Not installed,Gas,10665343,1190
€140000,Rue Basse 21-23 Bte15 b1,3,Not specified,Not specified,No,Yes,0,343,31,3,2022,As new,0,1,0,0,2,0,0,10665342,7600
€155000,Rue Basse 21-23 Bte15 b1,1,G,888,No,0,0,0,16,3,0,To renovate,0,1,0,0,1,0,Gas,10665341,1030
€350000,Rue Basse 21-23 Bte15 b1,2,D,195,No,0,24,0,27,3,0,Good,0,1,1,0,1,Hyper equipped,0,10665340,1000
€340000,Rue Basse 21-23 Bte15 b1,2,E,257,No,Yes,0,0,0,2,0,As new,0,1,0,0,1,USA hyper equipped,Electric,10665339,1000
€420000,Rue Basse 21-23 Bte15 b1,2,D,198,No,0,23,0,28,2,0,As new,0,1,0,0,1,Hyper equipped,0,10665337,1050
€399000,Rue Basse 21-23 Bte15 b1,3,E,231,No,0,46,0,50,3,0,As new,0,2,1,0,2,Hyper equipped,Gas,10665336,1180
€299000,Rue Basse 21-23 Bte15 b1,3,D,176,No,0,13,0,26,2,0,Good,0,1,0,0,1,Not installed,Gas,10665335,1180
€498000,Rue Basse 21-23 Bte15 b1,3,D,187,No,0,15,0,22,4,0,As new,0,1,0,Yes,2,USA installed,Gas,10665334,1170
€/month,Rue Basse 21-23 Bte15 b1,2,G,377,No,0,98,0,34,2,0,Good,0,2,0,0,2,Hyper equipped,Fuel oil,10665333,1200
€698000,Rue Basse 21-23 Bte15 b1,3,G,435,No,Yes,0,600,34,4,0,As new,0,1,0,Yes,2,USA hyper equipped,Gas,10665332,1020
€448000,Rue Basse 21-23 Bte15 b1,3,E,231,No,0,46,0,50,3,0,As new,0,2,1,0,2,Hyper equipped,Gas,10665331,1180
€698000,Rue Basse 21-23 Bte15 b1,4,D,174,No,0,10,0,52,2,0,Good,0,3,1,0,3,Semi equipped,Gas,10665330,1180
€359000,Avenue de L'amarante 39,3,D,156,No,0,10,0,0,2,1950,As new,0,2,1,0,2,USA installed,0,10665329,1020
€200000,Avenue de L'amarante 39,2,G,803,No,0,2,0,21,2,1959,To renovate,0,1,0,0,1,Semi equipped,Fuel oil,10665328,1020
€265000,"Chaussée de Jodoigne, 29",3,G,583,No,Yes,0,806,30,3,0,To renovate,0,1,0,0,1,Installed,Fuel oil,10665327,1390
€280000,Boulevard Tirou 94,3,B,126,No,0,10,0,30,2,2005,As new,0,1,0,0,1,0,Gas,3,27
€472000,Noordstraat 10,4,B,136,No,0,0,859,0,4,1988,Good,0,2,0,0,2,Installed,Gas,10665320,8630
€325000,Vlamingstraat 62,3,C,207,No,Yes,0,0,0,3,1978,As new,0,1,0,0,1,Installed,Gas,10665319,8200
€415000,Vlamingstraat 62,2,Not specified,Not specified,No,0,0,158,0,4,0,Good,0,1,0,0,1,Installed,Gas,10665318,8000
€2500000,Vlamingstraat 62,4,B,175,No,Yes,0,113332,0,4,1899,Good,0,2,0,0,0,Installed,0,10665317,8200
€352000,Vlamingstraat 62,4,E,404,No,Yes,0,614,0,4,1974,To be done up,0,1,0,0,1,Installed,Gas,10665316,8210
€150-,Lambrechtshoekenlaan 183,2,B,135,No,0,7,0,0,2,1983,As new,0,1,0,0,1,Hyper equipped,Gas,10665315,2170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665314,1080
€190000,Rue de Wynants 9,3,Not specified,Not specified,Yes,0,0,0,0,0,1863,As new,0,1,0,No,2,0,Electric,2000,251
€330000,Rue de Wynants 9,1,Not specified,Not specified,No,0,0,0,0,0,2024,0,0,1,0,No,1,0,0,10665312,15232
€600000,Rue de Wynants 9,3,Not specified,Not specified,No,0,0,0,0,0,2024,0,0,1,0,No,1,0,0,10665311,15232
€700000,Rue de Wynants 9,0,Not specified,Not specified,No,0,0,0,0,0,1960,0,0,0,0,No,0,0,Fuel oil,10665310,14563
€2890000,Rue de Wynants 9,5,Not specified,Not specified,Yes,Yes,0,4000,0,0,2000,As new,0,5,5,Yes,5,Installed,0,2004,851
€299000,"Avenue Albert 1er, 46",3,C,171,No,0,72,0,50,4,0,As new,0,0,3,Yes,2,0,Gas,10665306,5170
€545000,"Avenue de la Chasse, 164",0,Not specified,Not specified,No,0,0,75,0,6,0,To be done up,0,0,0,No,0,0,0,10665300,1030
€665000,Tervuursevest 356,4,E,476,No,Yes,0,580,0,4,1955,Good,0,2,0,0,0,0,Gas,10665299,3070
€425000,Avenue de l'Hopital Français 15,2,B,95,0,0,95,0,53,3,2012,0,0,1,0,0,0,0,0,10655697,1082
€425000,Avenue de l'Hopital Français 15,2,B,95,0,0,95,0,53,3,2012,As new,0,1,0,0,0,USA hyper equipped,Gas,10655696,1082
€545000,Tervuursevest 356,2,C,282,No,0,0,293,0,3,1963,Good,0,1,0,0,0,0,Fuel oil,28,20
€200,Ruggeveldbaan 751,2,B,133,No,Yes,0,0,0,2,1974,Good,0,1,0,0,0,0,Gas,28,20
€190000,Grote Markt 10,1,B,171,0,Yes,0,0,0,3,2004,Good,0,1,0,0,1,Semi equipped,Gas,10665291,2200
€425000,Statiestraat 47,4,B,151,No,0,20,544,64,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,10665284,3920
€365000,Izegemstraat 355,4,Not specified,Not specified,0,Yes,0,750,0,4,0,0,0,0,0,0,0,0,0,10665279,7730
€365000,Izegemstraat 355,4,Not specified,Not specified,0,Yes,0,750,0,4,0,0,0,0,0,0,0,0,0,10665278,7730
€85000,Chaussée de Bruxelles 23 (sur N5),1,D,289,0,0,0,0,16,0,1930,Good,0,0,1,0,1,Semi equipped,Gas,10665277,5000
€529000,Leopold 2 laan 83a,6,Not specified,Not specified,0,0,0,906,0,2,0,0,0,2,0,0,4,Installed,0,10665275,8810
€320000.,"rue De Huy, 273",3,B,152,0,0,40,0,25,0,2007,As new,0,1,0,0,3,Installed,Gas,10665274,4300
€439000.00,Avenue du Condroz 1/0,4,B,170,No,0,0,2636,0,3,0,Just renovated,0,2,0,0,0,0,Fuel oil,10665269,4530
€110000,Rue des ormeaux 14,3,F,504,No,0,0,900,27,4,0,0,0,1,0,0,0,Not installed,0,10665267,6593
€120000,Rue de Montigny 38,1,G,554,No,0,0,0,0,3,0,0,0,1,0,0,1,0,Gas,28,20
€).Elle,Rue Lacherez 25,3,G,601,0,Yes,0,410,0,3,0,Good,0,1,0,0,0,0,0,10665263,6150
€420000,Avenue Reine Astrid 65,4,Not specified,Not specified,0,Yes,0,768,0,3,2023,As new,0,1,1,0,2,Hyper equipped,0,28,20
€215000,Rue de Nimy 31A/0-1,2,B,168,No,0,4,0,0,2,0,0,0,1,0,0,0,Installed,Gas,10665261,7000
€388500,markt 9,2,Not specified,Not specified,No,Yes,0,0,0,4,2021,Good,0,1,0,0,1,0,0,10665257,9690
€1750000,markt 9,7,B,106,No,0,50,4711,0,4,1850,As new,0,8,0,0,1,Installed,0,10665256,9680
€239000,Avenue François Sebrechts 26,2,C,131,0,0,13,0,47,2,1966,As new,0,1,0,0,2,Hyper equipped,Gas,10665254,1080
€285000,Stationstraat 31,2,B,134,No,0,6,0,0,4,2005,As new,0,1,0,0,2,Installed,Gas,10665236,8790
€649000,Kursaalstraat 14,2,Not specified,Not specified,No,0,17,0,0,2,2022,As new,0,1,0,0,2,Hyper equipped,Gas,8300,20
€359000,Kapittelhof 22,3,D,355,No,0,0,865,0,4,1973,To be done up,0,1,0,0,0,0,Gas,10665232,3920
€739000,Vlamingstraat 62,9,B,192,Yes,Yes,0,0,0,2,1918,Good,0,3,0,0,4,Installed,Gas,10665231,8000
€389000,Bredabaan 467a,2,F,532,No,0,0,550,0,3,1970,Good,0,1,0,0,0,0,Gas,10665230,2970
€265000,Lambrechtshoekenlaan 183,2,C,264,No,0,40,0,0,4,1970,Good,0,1,0,0,1,Installed,Gas,10665227,2900
€289900,Lambrechtshoekenlaan 183,5,F,815,No,0,0,207,0,2,1955,To renovate,0,1,0,0,0,0,0,10665226,2170
€560000,Verbeytstraat 1/1,5,F,669,No,Yes,0,1040,0,4,1935,Good,0,2,0,0,1,0,0,10665225,1853
€100000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665224,6940
€70000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665223,6940
€70000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665222,6940
€75000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665221,6940
€70000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665220,6940
€77000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665219,6940
€70000,Tour & Taxis - Havenlaan 86c 106c,1,Not specified,Not specified,No,0,0,0,0,4,0,To renovate,0,1,0,0,0,Not installed,0,10665218,6940
€485000,Abeelstraat 26A,4,C,216,0,Yes,0,1070,0,4,0,Good,0,1,0,0,2,Installed,Fuel oil,10665217,9790
€299000,Rue Des Carmélites 88,1,Not specified,Not specified,No,0,12,0,35,2,0,0,0,0,1,0,1,Installed,Gas,201,20
€270000,Chaussee de Charleroi 59 B,3,B,140,0,0,0,0,50,3,2022,0,0,1,0,0,1,Semi equipped,Gas,10665207,5030
€1470000,Chaussee de Charleroi 59 B,9,B,96,0,0,42,983,96,3,2022,0,0,2,1,0,5,Semi equipped,Gas,10665206,5030
€590000,Impasse Saint-Paul 16,4,C,202,No,0,40,40,60,2,0,As new,0,2,0,0,3,Hyper equipped,Gas,10665205,7850
€.,Rue F. Vekemans 121,3,F,280,0,0,7,0,61,2,1973,To be done up,0,2,0,0,2,USA semi equipped,0,10326522,1083
€695000,Avenue Reine Astrid 92A,3,E,227,0,0,15,181,60,2,1964,As new,0,2,2,Yes,3,USA hyper equipped,0,10665194,1200
€195000,Molenstraat 22A,4,F,521,No,0,0,60,12,2,1899,Good,0,1,0,0,0,0,Gas,10665193,9300
€120000,Rue Sylvain Guyaux 85,4,Not specified,Not specified,No,0,0,0,0,3,0,To renovate,0,0,1,0,2,Not installed,0,10640333,6180
€389000,Markt 20,4,D,357,0,Yes,0,1332,0,4,1960,Just renovated,0,1,0,0,2,0,Gas,10665189,2260
€225000,Markt 20,3,E,492,0,Yes,0,440,0,3,0,To be done up,0,1,0,0,1,0,Pellet,10665188,2491
€581000,Lierselei 13/1,6,B,197,0,0,0,0,0,2,0,Good,0,3,0,0,0,0,0,10665185,2310
€400000,Graanmarkt 10,3,E,428,0,Yes,0,1020,40,4,0,To be done up,0,1,0,0,1,USA installed,Fuel oil,9310,20
€400000,Graanmarkt 10,3,E,428,0,Yes,0,1020,40,4,0,To be done up,0,1,0,0,1,USA installed,Fuel oil,10665180,1790
€9264/maand,Kempenlaan 32,2,B,185,0,0,37,0,31,2,2006,Good,0,1,0,0,2,Installed,Gas,10665178,2300
€240000,Rue De Mons 46,3,F,478,0,0,20,375,25,3,1974,Good,0,1,0,Yes,1,Semi equipped,Gas,10665176,1460
€270000,Rue de Virginal 83,4,Not specified,Not specified,No,0,20,500,40,2,0,0,0,1,1,0,0,Installed,Gas,10665169,7140
€220000,Rue de Virginal 83,4,Not specified,Not specified,No,0,20,500,40,2,0,0,0,1,1,0,0,Installed,Gas,10665168,7140
€549000,Antwerpsesteenweg 359,3,C,255,0,Yes,0,700,0,4,1999,Good,0,1,1,0,2,USA hyper equipped,Gas,10665167,2288
€238000,Keiberg 16,2,F,1090,No,0,16,210,0,3,1930,0,0,1,1,0,1,Installed,Gas,10665164,9308
€325000,Grand Place 33,3,B,151,0,0,0,289,0,3,0,Good,0,0,1,0,1,Installed,Gas,10665163,7100
€190000,"Rue de Nazareth , 15",2,D,303,0,0,0,240,31,3,0,Good,0,1,1,Yes,1,Semi equipped,Gas,10665160,7800
€25.000,Parvis Sainte-Alix 37,0,C,113,No,0,5,0,27,2,2017,As new,0,1,1,0,1,USA hyper equipped,Gas,10665158,1080
€329900,Rue du Commerce 25,3,C,Not specified,0,0,0,1096,0,4,2005,Good,0,2,0,0,3,Hyper equipped,Fuel oil,10665156,6890
€744540,Keizershoek 350A,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664937,3000
€325000,Meyskensstraat 222,2,B,116,0,0,20,183,23,2,1930,As new,0,1,0,0,2,Installed,Gas,10665137,9400
€480000,Meyskensstraat 222,3,E,446,0,0,10,730,40,3,1972,Good,0,1,1,Yes,2,Installed,Gas,10665136,9470
€469000,Guldenstraat 22,3,B,191,0,0,0,0,0,0,0,Good,0,1,0,0,2,Installed,Gas,10665123,2800
€375000,Schoolstraat 101,4,F,806,No,Yes,0,2037,0,4,1965,0,0,1,0,0,2,0,Fuel oil,10665121,1745
€249000,Driehoeksplein 11,3,D,Not specified,0,0,0,244,0,2,1950,Good,0,1,0,No,1,0,0,20,4524
€239000,Durmelaan 24,2,F,602,0,0,0,280,0,3,1918,Good,0,1,0,No,2,0,Gas,10665119,9180
€439000,Stationsstraat 76,3,F,559,0,Yes,0,624,0,4,1976,Good,0,1,0,Yes,2,0,Electric,10665118,9860
€319000,"Ninoofsesteenweg, 255",3,D,359,No,0,0,766,18,2,1937,Good,0,2,0,Yes,0,0,Gas,10665117,1750
€435000,Dorp 35,3,D,384,0,0,0,1466,36,4,1976,Good,0,1,0,No,1,0,Fuel oil,10665116,2820
€319000,Markt 16 bus 1,3,E,423,0,0,0,1244,32,4,1966,Good,0,1,0,0,2,Installed,Gas,10665112,2223
€229000,Graaf Jansdijk 6/001,2,B,146,0,0,0,0,25,2,2008,Good,0,1,0,Yes,1,0,Gas,10665104,8370
€1750000,Patotterijstraat 29,5,B,129,0,0,0,8654,0,4,0,Good,0,3,0,No,0,0,Gas,10665100,9220
€339000,Oostkade 2A,3,C,294,No,Yes,0,493,0,4,2002,Good,0,1,0,0,0,0,Gas,10665096,9185
€349000,Hoek 29,4,C,271,0,0,0,126,0,2,1964,Good,0,1,0,No,0,0,Gas,10665091,2180
€385000,Sint-Petrus en Paulusstraat 17 bus 1,3,D,370,0,Yes,0,845,0,4,1999,Good,0,1,0,No,2,0,Electric,10665090,8890
€324000,Sint-Petrus en Paulusstraat 17 bus 1,3,C,265,0,Yes,0,271,0,2,0,Good,0,0,0,Yes,1,0,Gas,10665089,8800
€349000,Sint-Petrus en Paulusstraat 17 bus 1,4,C,202,0,Yes,0,354,0,3,0,Good,0,0,0,No,2,0,Gas,10665088,8800
€375000,Sint-Petrus en Paulusstraat 17 bus 1,4,B,156,0,Yes,0,320,0,3,0,Good,0,0,0,No,2,0,Gas,10665087,8800
€1742000,Gaverstraat 38/01,10,Not specified,Not specified,0,0,0,39000,0,4,0,Good,0,10,0,No,0,0,0,10665079,8840
€848900,Gaverstraat 38/01,3,Not specified,Not specified,0,0,0,773,0,4,2012,Good,0,1,0,No,2,0,0,10665077,8980
€375000,Leuvensesteenweg 417,3,F,614,0,Yes,0,779,0,4,1963,To renovate,0,1,0,0,0,0,Gas,10665068,3012
€460000,Rue Archimède 41,3,D,389,0,0,20,187,45,2,1890,Good,0,1,0,0,2,Hyper equipped,Gas,10665052,1970
€395000,Kapittelhof 22,4,C,237,No,0,0,1149,0,4,1989,Good,0,1,0,0,0,Hyper equipped,Gas,10665051,3920
€365000,rue de la roche 6,2,G,437,No,0,20,0,0,0,0,0,0,1,0,0,1,USA installed,Gas,10665048,1180
€289000,Kapittelhof 22,3,F,886,No,0,0,614,0,4,1960,To be done up,0,1,0,0,0,0,Fuel oil,10665046,3272
€145000,Vanackerestraat 2,1,D,306,0,0,14,0,0,0,0,Good,0,1,0,0,1,0,Gas,10665044,8500
€480000,Avenue Louise 200,0,B,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664978,1082
€700000,Wittenonnenstraat 67,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664972,8400
€470000,Wittenonnenstraat 67,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664969,8400
€185000.Contact,Avenue Louise 200,0,C,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664968,1150
€515000,Wittenonnenstraat 67,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664967,8400
€426000,Wittenonnenstraat 67,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10664966,8680
