Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
€,Av.de la Brise 46,3,E,211,No,0,4,0,34,3,1965,As new,0,1,0,0,1,Installed,Gas,10666356,1020
€595000,Koninlijkelaan 42,4,C,230,0,Yes,0,333,0,3,0,As new,0,2,0,0,0,0,Gas,10666355,2660
€325000,Steenweg 299,4,C,211,0,Yes,0,222,28,3,0,Good,0,1,0,0,0,Installed,Gas,10666354,9300
€469000,"Avenue des Cerisiers, 212",4,F,283,No,0,40,343,40,3,1963,As new,0,1,1,Yes,2,Hyper equipped,0,10666352,1020
€469000,"Avenue des Cerisiers, 212",4,C,283,No,0,40,343,40,3,1963,As new,0,1,1,Yes,2,Hyper equipped,0,1800,20
€240000,"Avenue des Cerisiers, 212",2,E,221,No,0,17,0,28,0,1964,To renovate,0,1,1,0,1,Semi equipped,Gas,10666348,1200
€299000,"Avenue des Cerisiers, 212",3,D,178,No,0,9,0,30,2,1964,To renovate,0,1,0,0,1,0,Fuel oil,10666347,1200
€523265,Den Triangel 2,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666342,9930
€215000,Den Triangel 2,2,B,109,No,Yes,0,0,0,3,2012,As new,0,1,0,0,1,USA hyper equipped,0,10560725,8810
€400742,Den Triangel 2,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666337,8770
€508496,"Kerkstraat, 38",3,Not specified,Not specified,0,Yes,0,490,0,4,0,As new,0,1,0,0,2,0,0,10666336,3200
€426974,"Kerkstraat, 38",3,Not specified,Not specified,0,Yes,0,563,0,4,0,As new,0,1,0,0,2,0,0,10666335,1570
€200000,Avenue Baron Albert d'Huart 130,2,E,274,No,0,5,0,30,0,1970,To renovate,0,1,1,0,0,Installed,Gas,10666334,1030
€175000,Kerkstraat 64,2,E,411,0,0,0,260,0,2,0,To be done up,0,1,0,0,1,Installed,Gas,10666333,9160
€950000,Chaussée de Marche 474,5,C,234,No,0,120,24347,40,4,1989,As new,0,2,2,0,2,Installed,Fuel oil,10666313,5150
€840000,Rue Belliard 200,5,F,325,No,0,5,0,36,3,1931,As new,0,3,3,Yes,4,Hyper equipped,Gas,10666312,1150
€1400000,Rue Belliard 200,8,E,253,No,Yes,0,305,389,2,1912,Good,0,4,116,Yes,2,Installed,Gas,10666309,1030
€570000,Rue Belliard 200,2,G,733,No,0,8,0,55,2,1960,Just renovated,0,1,0,0,2,USA hyper equipped,Fuel oil,10666308,1040
€840000,Rue Belliard 200,5,F,325,No,0,5,0,36,3,1931,As new,0,3,0,Yes,4,Hyper equipped,Gas,10666307,1160
€/mois,Rue d'Incourt 37,5,D,332,0,0,30,1000,36,3,1910,Good,0,2,1,Yes,3,Installed,Fuel oil,10666304,1320
€525000,Joseph Durieux 151,3,C,173,0,0,50,0,20,3,0,0,0,0,2,Yes,4,Hyper equipped,0,10666301,5100
€189000,Joseph Durieux 151,3,G,557,0,0,27,0,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,10666300,5070
€700000,Joseph Durieux 151,3,C,223,0,0,80,12748,70,4,0,0,0,1,1,Yes,2,USA hyper equipped,Gas,10666299,5020
€700000,Joseph Durieux 151,3,C,223,0,0,80,12748,70,4,0,0,0,1,1,Yes,2,USA hyper equipped,Gas,10666298,5020
€250000,Joseph Durieux 151,4,G,590,0,0,30,1651,50,4,1980,To be done up,0,1,0,Yes,2,Semi equipped,Fuel oil,10666296,5640
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666295,5004
€.,Joseph Durieux 151,6,C,190,0,0,20,2911,30,3,1998,0,0,3,0,0,3,Semi equipped,Fuel oil,10666293,5170
€250000,Joseph Durieux 151,4,G,590,0,0,30,1651,50,4,1980,To be done up,0,1,0,Yes,2,Semi equipped,Fuel oil,10666292,5650
€259000,Joseph Durieux 151,3,Not specified,Not specified,0,0,0,880,23,4,2010,0,0,1,0,0,2,0,Fuel oil,10666291,5070
€425000,Joseph Durieux 151,3,E,400,0,0,40,5135,50,4,0,0,0,2,0,Yes,3,USA installed,Fuel oil,10666290,5101
€399000,Joseph Durieux 151,4,D,302,0,0,60,5000,56,4,0,To be done up,0,2,0,Yes,2,0,0,10666289,5190
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666287,5004
€189000,Joseph Durieux 151,3,G,557,0,0,27,0,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,10666284,5070
€700000,Joseph Durieux 151,3,C,223,0,0,80,12748,70,4,0,0,0,1,1,Yes,2,USA hyper equipped,Gas,10666283,5020
€145000,Joseph Durieux 151,3,Not specified,Not specified,0,0,40,1298,29,3,0,To renovate,0,1,1,0,2,0,Gas,5002,20
€620000,Avenue Louise 589,2,B,82,No,0,40,0,50,2,2005,As new,0,1,0,Yes,2,USA hyper equipped,Gas,10666278,1170
€245000,Avenue François Sebrechts 26,2,E,250,0,0,8,0,30,0,1969,As new,0,1,0,0,1,Hyper equipped,0,10666277,1090
€585.000.,Porte d'Ogy 78,5,G,848,0,Yes,0,3500,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,10666272,7880
€585.000.,Porte d'Ogy 78,5,G,848,0,Yes,0,3500,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,10666271,7880
€20.000.,Alphonse Claeys-Bouüaertlaan 57/001,2,D,312,No,0,0,0,0,0,1968,To be done up,0,1,0,No,0,0,Gas,10666267,9032
€20.000.,Alphonse Claeys-Bouüaertlaan 57/001,2,D,312,No,0,0,0,0,0,1968,To be done up,0,1,0,No,0,0,Gas,10666266,9000
€339000,Alphonse Claeys-Bouüaertlaan 57/001,5,C,295,No,0,0,70,0,0,1899,To be done up,0,1,0,No,0,Semi equipped,Gas,10666265,9050
€339000,Alphonse Claeys-Bouüaertlaan 57/001,5,C,295,No,0,0,70,0,0,1899,To be done up,0,1,0,No,0,Semi equipped,Gas,10666264,9050
€235000,Betekomsesteenweg 69F,2,D,398,0,0,0,174,0,0,1951,To renovate,0,1,0,Yes,1,0,Gas,10666262,3200
€269950,Koeltorenlaan 11/3,3,E,496,0,0,21,0,28,0,1963,0,0,1,0,No,0,Installed,Gas,10666261,3580
€845000,Jan Palfijnstraat 1A,4,D,396,No,0,0,6720,56,0,1966,0,0,1,0,Yes,0,Hyper equipped,Electric,10666257,8800
€419000,Vrijheidsplein 19,3,F,872,No,Yes,0,1425,0,0,1965,To renovate,0,1,0,Yes,1,Installed,Electric,10666255,9240
€397000,"Uitbreidingstraat 84,",5,D,318,0,0,0,273,36,0,1938,0,0,1,0,Yes,0,Installed,Gas,10666254,2170
€155000,"Uitbreidingstraat 84,",2,B,192,0,0,0,0,25,0,0,0,0,0,0,No,0,Installed,Gas,10666253,2660
€255000,Herdersstraat 5,2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,1,0,1,Installed,Gas,10666250,2610
€270000,Herdersstraat 5,2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,1,0,1,Installed,Gas,10666249,2610
€299500,Vrijdagmarkt 4,3,Not specified,Not specified,0,0,0,699,0,0,0,Good,0,1,0,0,0,0,0,10644987,8870
€299500,Vrijdagmarkt 4,3,Not specified,Not specified,0,0,0,699,0,0,0,Good,0,1,0,0,0,0,0,10581762,8870
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666247,3830
€180000,Katelijnestraat 137,3,B,155,0,Yes,0,0,0,0,1974,As new,0,1,0,No,1,0,0,10666243,8310
€750000,Jan Stasstraat 3,3,C,213,0,0,96,0,0,0,0,As new,0,3,0,Yes,0,Hyper equipped,Gas,10545687,3020
€298000,Jan Stasstraat 3,1,B,166,0,0,5,0,0,0,2012,0,0,1,0,No,0,0,Gas,10666242,3000
€280000,Jan Stasstraat 3,2,C,228,0,0,0,0,0,0,1967,Good,0,1,0,No,1,0,Gas,10666241,3001
€265000,Pastoor Mellaertstraat 60,2,B,125,0,Yes,0,0,0,0,2003,As new,0,1,0,No,2,0,Gas,10666239,2500
€349000,Artanlaan 2,2,A,100,No,Yes,0,0,0,0,2003,As new,0,1,0,No,2,0,0,10563903,8400
€549950,Kolonel Dusartplein 16,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666232,3500
€615000,Artanlaan 2,6,C,218,No,Yes,0,727,0,0,1968,To renovate,0,1,0,No,0,0,0,10666231,8670
€825000,Artanlaan 2,2,B,108,0,Yes,0,0,0,0,2003,0,0,2,0,No,1,0,Gas,10666229,8670
€439000,Artanlaan 2,5,B,175,0,Yes,0,237,0,0,0,0,0,4,0,No,4,0,0,10666228,8400
€225000,Artanlaan 2,3,F,631,No,0,0,0,0,0,1953,To be done up,0,1,0,No,1,0,0,10666227,8620
€3095000,Artanlaan 2,3,C,220,0,Yes,0,0,0,0,1994,As new,0,2,0,No,3,Hyper equipped,Electric,10666226,8670
€441493,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,684,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666224,7170
€518745,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2627,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666223,7332
€572412,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1500,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,10666222,7802
€670948,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2847,0,0,0,0,0,2,0,No,3,Hyper equipped,Gas,10666221,7334
€504420,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,900,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,8,3
€504582,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,212,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666219,1745
€518270,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,453,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666218,1745
€578078,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,550,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666217,1540
€606576,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,420,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666216,1702
€845769,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,798,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,10666215,1785
€597319,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,400,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,10666214,1760
€674717,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,1419,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,10666213,9940
€790088,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1833,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666212,9990
€596531,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1002,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666211,8940
€754339,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1518,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,10666210,1602
€507661,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,792,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,10666209,8970
€491357,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,383,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,10666208,8600
€534415,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,938,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666207,9600
€479414,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1231,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,10666206,9660
€460970,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,924,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,8,3
€454777,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2025,0,0,0,0,0,1,0,No,2,Hyper equipped,Gas,9,3
€469272,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,300,0,0,0,0,0,2,0,No,2,Hyper equipped,Gas,10666203,7911
€454945,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,786,0,0,0,0,0,1,0,Yes,2,Hyper equipped,Gas,10666202,7331
€694203,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,189,0,0,0,0,0,1,0,Yes,1,0,0,10666201,1790
€752984,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,258,0,0,0,0,0,1,0,No,1,0,0,10666200,1790
€521000,Oude Waalstraat 248,3,Not specified,Not specified,No,0,0,656,0,0,0,0,0,0,0,No,0,0,0,1420,27
€435000,Vrijheidstraat 41,4,D,354,0,Yes,0,314,48,0,1960,0,0,1,0,Yes,2,0,0,10666198,9300
€399000,Blancefloerlaan 50,2,C,236,No,Yes,0,195,0,0,0,As new,0,1,0,No,1,0,0,10608330,2150
€239000,Dorpsstraat 9,3,E,497,0,0,0,913,38,0,1959,To renovate,0,1,0,No,1,0,0,10666195,3560
€249000,Marktplein 14,3,D,360,0,Yes,0,285,0,0,0,To be done up,0,2,0,No,2,0,0,10666194,8520
€470000,Marktplein 14,2,F,550,0,0,0,4044,0,0,1973,0,0,1,0,No,1,0,0,10666193,8830
€235000,Marktplein 14,2,A,79,Yes,Yes,0,0,0,0,2016,0,0,1,0,No,1,0,0,10666192,8810
€249000,Oude Vest 90/1,3,F,667,0,0,0,148,28,0,0,As new,0,1,0,No,1,Installed,Gas,10666191,9200
€385000,"Het Dorlik, 16",3,Not specified,Not specified,No,0,0,0,0,0,2019,0,0,1,0,No,0,0,0,10666188,3500
€149000,"Het Dorlik, 16",3,F,604,No,0,0,450,0,0,0,To renovate,0,1,0,No,0,0,0,10666187,3270
€239000,"Het Dorlik, 16",2,D,333,No,Yes,0,85,0,0,0,To renovate,0,1,0,No,1,Not installed,Gas,10666186,3800
€524900,"Het Dorlik, 16",3,C,240,No,Yes,0,220,0,0,0,0,0,1,0,No,0,Installed,Gas,10666184,3500
€699000,"Het Dorlik, 16",2,B,121,0,Yes,0,215,0,0,1920,0,0,1,0,Yes,2,Installed,Gas,10666183,3500
€285000,"Het Dorlik, 16",3,B,154,No,Yes,0,20060,0,0,2016,0,0,1,0,No,0,Installed,Gas,10666182,3600
€365000,Mechelbaan 445,3,F,533,0,Yes,0,935,0,0,1962,To renovate,0,1,0,No,1,Installed,Gas,10666180,2580
€625000,Mechelbaan 445,3,A,100,0,0,0,496,0,0,2018,0,0,1,0,No,2,Hyper equipped,Gas,10666179,2580
€348000,Mechelbaan 445,3,B,145,0,Yes,0,0,0,0,2008,0,0,1,0,No,2,Installed,Gas,10666178,2220
€445000,Dorp 32 A,5,A,40,0,0,0,235,0,0,0,0,0,2,0,Yes,2,0,0,10666177,9890
€375000,Dorp 32 A,5,A,40,0,Yes,0,235,0,0,0,0,0,2,0,No,0,0,0,10666176,9890
€240000,Avenue Louise 120 (4ème étage),0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
€199000,Avenue Louise 120 (4e étage),2,E,216,0,Yes,0,0,32,2,1975,Good,0,1,1,0,1,Not installed,Fuel oil,10667177,1080
€186500,Rue Sylvain Guyaux 85,2,D,289,No,0,0,0,0,0,0,Good,0,0,1,0,1,Semi equipped,Gas,7170,27
€435000,Vrijheid 147,2,Not specified,Not specified,No,0,14,0,0,3,0,Good,0,2,0,0,0,Hyper equipped,Gas,10667173,2390
€435000,Vrijheid 147,2,Not specified,Not specified,No,0,14,0,0,3,0,Good,0,2,0,0,0,Hyper equipped,Gas,10667172,2390
€780000,Place Communale 8,5,F,339,0,0,3,100,15,2,1930,To be done up,0,1,2,0,3,Hyper equipped,Gas,10667169,1040
€88000,Avenue Paul pastur 380,3,F,486,No,0,0,139,23,2,0,0,0,1,1,0,2,Installed,Fuel oil,10667167,5670
€238000,Avenue Paul pastur 380,3,C,184,No,0,40,200,38,2,0,0,0,1,0,0,1,Installed,Gas,10667166,6210
€395000,Avenue Paul pastur 380,2,C,228,No,0,20,1085,48,4,0,0,0,1,0,0,1,Installed,Fuel oil,10667165,6534
€229000,Hulstedorp 18,3,E,460,No,0,0,313,0,3,0,To be done up,0,0,0,0,1,Semi equipped,Gas,10667164,8540
€295000,Rue Haute 2,2,E,252,No,0,9,0,13,2,2007,Good,0,1,1,0,1,Installed,Electric,10667161,1080
€850000,Korenmarkt 55,3,B,194,0,Yes,0,1366,20,4,1994,0,0,1,2,Yes,2,0,0,10667156,3140
€257663,Overleiestraat 79,2,Not specified,Not specified,No,0,0,179,0,3,2021,0,0,1,0,0,0,0,Gas,10289078,8550
€539000,Rue de Wand 25,4,F,301,No,0,11,0,32,2,1956,0,0,2,0,0,3,Installed,Fuel oil,10667154,1020
€399000,Vrijheid 147,2,Not specified,Not specified,No,0,20,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667152,2390
€399000,Vrijheid 147,2,Not specified,Not specified,No,0,20,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667149,2390
€349000,Kasteeldreef 15,2,D,385,No,0,12,0,43,2,1979,To renovate,0,1,0,0,0,0,Gas,10667148,9120
€248565,Overleiestraat 79,2,Not specified,Not specified,No,0,0,179,0,3,2021,0,0,1,0,0,0,0,Gas,10667147,8550
€453000,Kapelanielaan 9c,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667129,9280
€575000,Dorp 41,2,E,438,No,0,0,808,36,4,1989,Good,0,1,0,0,0,0,Electric,10667127,9290
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667126,8434
€399500,Stationsstraat 73,3,Not specified,Not specified,No,0,0,461,0,3,2022,As new,0,1,0,Yes,2,Hyper equipped,Gas,10667121,3945
€,Statiestraat 47,3,C,204,No,Yes,0,0,32,0,0,Good,0,0,0,0,0,Installed,Gas,10552521,2400
€,Chaussée de Binche 30 b1,3,C,210,No,0,16,170,13,2,1900,Good,0,0,1,0,2,0,Gas,10667114,7340
€145000,Rue de Plainevaux 102,2,D,300,No,0,0,0,28,3,0,To be done up,0,1,0,0,0,0,Gas,8,3
€381000,Stationsstraat 73,3,Not specified,Not specified,No,0,0,343,0,3,2022,As new,0,1,0,Yes,2,Hyper equipped,Gas,10667108,3945
€388500,Kapelanielaan 9c,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667105,9190
€1600/month,2 Rue Solleveld,3,C,191,0,0,0,13,0,4,1977,As new,0,1,2,Yes,0,Installed,0,10667102,1435
€335000,Boulevard d'Avroy 19,0,A,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667068,4031
€393500,Stationsstraat 73,3,Not specified,Not specified,No,0,0,392,0,3,2022,As new,0,1,0,Yes,2,Hyper equipped,Gas,10667054,3945
€620000,Boulevard d'Avroy 19,0,A,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667039,4000
€690000,Rue de Wynants 9,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667037,15238
€315000,Vrijheid 147,2,Not specified,Not specified,No,0,12,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667036,2390
€169000,Rue Simon 46/2,1,C,202,No,0,0,0,20,2,0,Good,0,1,0,0,1,0,Gas,8,3
€325000,Statiestraat 47,4,D,376,No,Yes,0,572,0,0,0,Good,0,0,0,0,2,Installed,Fuel oil,10667023,2400
€).,Place Pinoy 7,3,E,273,No,0,0,0,0,2,1973,To renovate,0,2,0,Yes,0,0,Gas,10667022,1180
€315000,Stationsstraat 73,3,Not specified,Not specified,No,0,0,509,0,3,2022,As new,0,1,0,Yes,2,Not installed,0,10666996,3945
€305000,Stationsstraat 73,3,Not specified,Not specified,No,0,0,453,0,3,2022,As new,0,1,0,Yes,2,Not installed,0,10667020,3945
€149000,Graanmarkt 10,2,D,322,0,0,0,48,27,2,1935,To be done up,0,1,0,0,1,0,Gas,10667019,9300
€185000,Boelare 67,3,C,282,No,Yes,0,0,0,2,1983,Good,0,1,0,0,0,0,Gas,10667013,9900
€185000,"Avenue du Chêne, 101",2,B,140,No,0,0,0,0,3,0,0,0,1,1,0,2,Installed,Gas,10667011,4910
€165000,Boulevard des Déportés 32,3,C,234,0,Yes,0,190,0,2,0,Good,0,1,0,0,1,Installed,Gas,10667005,7700
€,Rue d'Horpmael 26,3,Not specified,Not specified,0,0,0,1302,0,4,0,0,0,0,0,0,0,0,0,10667003,1350
€329000,"Avenue du Château, 200",3,B,137,0,Yes,0,308,0,3,2008,Good,0,1,0,0,2,Installed,Gas,10643228,7712
€300000,Holstraat 86,2,B,150,No,Yes,0,0,0,4,0,Good,0,1,0,0,0,0,Gas,28,20
€249000,Fraikinstraat 7,2,B,165,No,0,14,0,24,3,2004,Good,0,1,0,0,0,0,Gas,10666998,2200
€79000,Rue du Parc 5 bt3,2,D,283,No,0,0,43,20,2,0,0,0,1,0,0,1,0,0,10478162,6200
€220000,Rue du Parc 5 bt3,4,G,748,No,0,0,340,40,2,0,0,0,2,0,0,2,0,Gas,10666992,6031
€409000,Dorpshart 10,3,B,190,0,0,15,310,0,3,1986,Good,0,1,0,0,2,Installed,Gas,10666990,2830
€1245000,Vlamingstraat 26,3,F,818,No,Yes,0,5924,139,0,0,Good,0,0,0,0,1,Installed,Fuel oil,10666986,8470
€649000,Kapelsesteenweg 348,4,C,211,No,0,20,2505,52,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,10666985,2950
€599000,Chaussée de Louvain 258,6,D,280,No,0,0,3300,62,4,0,As new,0,2,0,Yes,3,Installed,Fuel oil,10666984,5590
€135000,Poteauerstrasse 90,1,A,56,0,0,0,0,21,0,0,0,0,1,0,0,0,Installed,0,10666982,4700
