Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,postal code
€1150000,route de neufchateau 18 C9,8,C,180,Yes,0,145,5847,64,4,0,As new,0,8,8,Yes,9,Hyper equipped,Fuel oil,10656596,6927
€329000,Bredabaan 1026/6,2,B,144,0,0,23,0,32,0,0,0,0,2,0,0,2,0,0,10656588,2850
€239000,Bredabaan 1026/6,1,B,195,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,10656587,2620
€1850000,"Orteliuskaai, 8",5,C,230,0,Yes,0,3743,0,4,1985,0,0,4,1,Yes,5,0,Fuel oil,20,27
€375000,"Orteliuskaai, 8",4,F,523,No,0,20,300,33,3,0,To renovate,0,1,0,0,2,0,0,10656585,2930
€1500000,"Orteliuskaai, 8",5,C,241,No,Yes,0,3992,0,4,1958,0,0,3,0,Yes,0,0,Gas,10656584,2970
€295000,"Orteliuskaai, 8",2,B,142,0,0,10,0,35,0,1968,As new,0,1,1,0,1,USA hyper equipped,Gas,10656583,2650
€825000,"Avenue Delleur, 8",2,Not specified,Not specified,No,0,22,0,50,2,1954,Good,0,3,3,Yes,3,Hyper equipped,Fuel oil,10656582,1000
€675000,Raboudenburgstraat 1/00.01,4,F,535,0,Yes,0,1317,49,4,1985,To be done up,0,1,0,0,2,Installed,Electric,10656581,8020
€419000,Markt 9,4,C,224,0,Yes,0,334,0,3,1972,0,0,1,0,0,0,0,Gas,10656580,2340
€295000,Gentsesteenweg 125A,2,E,452,No,Yes,0,120,32,2,0,Good,0,1,1,0,1,Installed,Gas,10656579,2800
€718000,Gentsesteenweg 125A,5,D,314,No,Yes,0,1750,0,4,1973,Good,0,2,2,0,3,Hyper equipped,Gas,10656578,2820
€225000,Gentsesteenweg 125A,1,F,1053,No,0,0,24,20,2,1890,Good,0,1,1,0,1,Installed,Electric,10656577,2800
€215000,Grotestraat 28,2,C,282,0,0,0,330,0,2,0,0,0,1,0,0,0,0,0,10656576,9400
€,Grotestraat 28,3,F,540,No,Yes,0,2920,40,4,0,To be done up,0,2,0,0,2,USA semi equipped,0,10656575,9500
€345000,Galgstraat 83,3,E,422,No,0,0,300,36,2,1972,To be done up,0,1,0,0,2,Installed,Fuel oil,10656574,1651
€,Itterbeeksebaan 127,2,D,203,0,0,20,0,32,2,2007,Good,0,1,-1,0,1,USA installed,Gas,10656572,1080
€460000,Stationstraat 30,3,D,360,No,0,140,1050,34,4,1995,Good,0,1,0,0,2,Hyper equipped,0,10656569,9550
€218000,Oudstrijderslaan 38,1,C,223,No,0,0,0,0,2,2016,Good,0,1,0,0,1,Hyper equipped,Gas,10656568,2018
€218000,Oudstrijderslaan 38,1,C,223,No,0,0,0,0,2,2016,Good,0,1,0,0,1,Hyper equipped,Gas,2140,20
€325000,"Place Albert 1er, 20",0,E,408,No,0,300,375,0,3,1900,To renovate,0,0,0,0,5,USA semi equipped,Gas,10656565,1300
€280000,Chaussée de Tirlemont 15/1,2,E,370,No,0,50,467,12,4,1890,Just renovated,0,1,0,0,2,Installed,Fuel oil,10656564,4633
€630000,Maenhoutstraat 72A,5,D,351,No,Yes,0,3688,0,4,1976,To renovate,0,2,2,Yes,2,0,0,10656563,9790
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656560,1654
€.,Rue de la Station 3,1,G,617,No,0,13,147,25,2,1918,As new,0,1,1,Yes,2,0,Gas,8,3
€159000,Rue de la Station 3,2,B,169,No,0,5,0,27,0,0,To be done up,0,1,0,0,1,Semi equipped,0,10656558,4430
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656557,6880
€208000,Rue Lucien Burnotte 27,1,C,206,No,0,4,0,36,0,2011,As new,0,1,0,Yes,1,Hyper equipped,Electric,10656556,6840
€69000,Rue de Beaumont 53,2,G,720,No,0,0,0,23,2,0,To renovate,0,1,1,0,1,0,0,10656552,6030
€185000,Rue de Bavay 43C,3,F,440,No,0,0,100,0,2,0,Just renovated,0,2,1,Yes,2,Installed,Fuel oil,7387,20
€,rue de France 26,2,C,228,0,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,10656547,6032
€,rue de France 26,7,C,228,0,0,0,0,0,2,0,Good,0,4,0,0,0,0,0,10656546,6040
€470000,rue de France 26,9,D,326,0,0,3,0,0,2,0,0,0,5,0,0,0,0,Gas,10656544,6001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656538,5540
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
€475000,"Thier D'oupeye,26",0,B,163,0,0,0,70,12,3,0,To be done up,0,0,4,0,6,Semi equipped,Gas,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656534,6500
€195000,Place Communale 18,3,D,320,No,0,25,200,0,2,1960,As new,0,3,3,0,3,USA semi equipped,Gas,10656533,6180
€189000,Chaussée Paul Houtart 232,2,C,218,0,Yes,0,204,0,3,1874,As new,0,1,0,0,1,Installed,Gas,10656531,7190
€389500,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656521,9890
€429500,Sint-Denijslaan 1,0,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656502,9890
€356000,Sint-Denijslaan 1,3,A,1,No,0,15,0,29,4,2021,As new,0,2,0,0,1,Hyper equipped,Gas,10656501,9890
€339000,Sint-Denijslaan 1,2,A,1,No,0,10,0,30,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656500,9890
€259000,Sint-Denijslaan 1,1,A,1,No,0,11,0,19,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656499,9890
€269000,Sint-Denijslaan 1,1,A,1,No,0,11,0,29,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656498,9890
€286000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,11,0,0,4,2021,As new,0,1,0,0,0,Hyper equipped,Gas,10656497,9890
€265000,Sint-Denijslaan 1,1,A,1,No,0,11,0,27,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656496,9890
€316000,Sint-Denijslaan 1,2,A,1,No,0,10,0,31,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656495,9890
€356000,Sint-Denijslaan 1,3,A,1,No,0,10,0,29,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656494,9890
€366000,Sint-Denijslaan 1,2,A,1,No,0,11,0,29,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656493,9890
€265000,Sint-Denijslaan 1,1,A,1,No,0,11,0,19,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656492,9890
€328500,Sint-Denijslaan 1,2,A,1,No,0,10,0,31,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656491,9890
€360000,Sint-Denijslaan 1,3,A,1,No,0,10,0,29,4,2021,As new,0,2,0,0,1,Hyper equipped,Gas,10656490,9890
€369500,Sint-Denijslaan 1,3,A,1,No,0,11,0,29,4,2021,As new,0,2,0,0,1,Hyper equipped,Gas,10656489,9890
€269000,Sint-Denijslaan 1,1,A,1,No,0,11,0,19,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656488,9890
€426000,Sint-Denijslaan 1,3,A,1,No,0,11,0,32,4,2021,As new,0,2,0,Yes,1,Hyper equipped,Gas,10656487,9890
€429500,Sint-Denijslaan 1,3,A,1,No,0,11,0,28,4,2021,As new,0,2,0,Yes,1,Hyper equipped,Gas,10656486,9890
€412500,Sint-Denijslaan 1,2,A,1,No,0,11,0,23,4,2021,As new,0,2,0,0,1,Hyper equipped,Gas,10656485,9890
€275000,Sint-Denijslaan 1,1,Not specified,Not specified,No,0,11,0,19,4,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10656484,9890
€640000,Sint-Denijslaan 1,0,A,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9050,20
€560000,Sint-Denijslaan 1,3,A,20,No,0,19,286,16,3,2023,0,0,1,1,Yes,2,USA hyper equipped,0,9050,20
€566800,Sint-Denijslaan 1,3,A,20,No,0,19,304,16,3,2023,0,0,1,1,Yes,2,USA hyper equipped,0,9050,20
€640000,Sint-Denijslaan 1,3,A,20,No,0,18,402,21,4,2023,0,0,1,1,Yes,2,USA hyper equipped,0,9050,20
€,Sint-Denijslaan 1,2,B,135,No,0,5,0,26,2,1959,Good,0,1,0,0,1,Installed,0,10656476,9000
€601000,Sint-Denijslaan 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656470,9810
€317000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,20,0,30,2,2023,As new,0,1,0,0,1,USA hyper equipped,0,10656469,9810
€366000,Sint-Denijslaan 1,2,Not specified,Not specified,No,0,13,0,25,2,2023,As new,0,1,0,0,1,USA hyper equipped,0,10656468,9810
€601000,Sint-Denijslaan 1,3,Not specified,Not specified,No,0,15,0,44,2,2023,As new,0,2,0,0,1,USA hyper equipped,0,10656467,9810
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656458,9800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656457,9800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656456,9800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656447,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656446,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656445,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656444,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656443,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656442,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656441,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656440,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656439,9000
€595000,Veemarkt 2,3,F,530,No,0,60,1775,0,4,1996,As new,0,1,1,0,2,Hyper equipped,0,10656435,8790
€309000,Herseltsesteenweg 95,4,D,313,No,Yes,0,370,0,4,1990,Good,0,1,0,Yes,2,Installed,Fuel oil,10656433,3201
€750000,Kerkplein 1,4,Not specified,Not specified,No,0,0,6500,0,4,1973,Good,0,0,0,0,0,0,0,10656431,2440
€259000,Stationsstraat 120,2,B,105,Yes,0,11,0,39,2,2010,0,0,1,0,0,0,Installed,Gas,10656430,9472
€259000,Stationsstraat 120,2,B,105,Yes,0,11,0,39,2,2010,0,0,1,0,0,0,Installed,Gas,10656429,9470
€459000,Stationsstraat 120,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656421,9500
€899000,Brusselsesteenweg 66,3,E,405,No,Yes,0,2640,0,4,1965,Good,0,2,2,Yes,2,USA hyper equipped,Fuel oil,3078,20
€,Nieuwstraat 9,2,C,272,No,Yes,0,0,29,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,10656417,9500
€359000,Nieuwstraat 9,3,B,161,No,Yes,0,177,35,2,1956,Good,0,1,0,Yes,2,Hyper equipped,Gas,10656416,9470
€449000,33 Ernest Van Dijckkaai,3,C,241,No,0,2,0,50,0,0,As new,0,1,0,0,1,Installed,Electric,10656415,2000
€475000,Tiensesteenweg 93,2,F,527,No,0,90,941,20,4,1952,Good,0,1,0,0,1,Installed,Gas,10656414,3020
€2195000,Turnhoutsebaan 75,5,B,130.66,No,0,145,4360,88,4,2013,0,0,3,0,Yes,0,Hyper equipped,Gas,10656412,2930
€305000,Rue Defacqz 40,1,G,948,No,0,3,0,26,2,1876,As new,0,1,0,0,1,Hyper equipped,Gas,10656410,1000
€650000,Rue Defacqz 40,3,G,537,No,Yes,0,0,0,2,1876,As new,0,1,0,Yes,2,Hyper equipped,Gas,10656409,1000
€425000,Yzerhand 14,2,B,141,0,0,17,225,40,2,2014,Good,0,1,0,0,2,Installed,Gas,10656403,9120
€391600,"Avenue Paul Gilson, 49",4,A,Not specified,0,0,0,2400,0,4,0,As new,0,2,0,Yes,2,0,0,6536,20
€429000,Bevelsesteenweg 4,2,A,92,No,Yes,0,348,0,3,1953,0,0,1,0,0,2,Hyper equipped,0,10656398,2590
€200000,Rue Xavier De Bue 1,2,E,457,No,0,2,0,53,3,1992,Good,0,1,0,Yes,1,Semi equipped,0,10656396,9470
€269000,Rue de Herve 70,3,C,212,No,0,27,96,17,2,1934,Just renovated,0,1,1,Yes,2,Installed,Gas,8,3
€269000,Rue de Herve 70,3,C,212,No,0,27,96,17,2,1934,Just renovated,0,1,1,Yes,2,Installed,Gas,8,3
€125000,Rue de Herve 70,2,E,420,No,0,0,35,0,3,0,As new,0,1,1,0,1,Installed,Gas,10656390,4020
€320000,Chaussée de Charleroi 259,2,Not specified,Not specified,No,0,4,0,0,0,0,To be done up,0,1,0,0,0,0,0,10656388,1180
€925000,Kapelstraat 71,4,C,210,0,Yes,0,1808,49,4,1951,0,0,1,0,0,0,Installed,Gas,10656387,2650
€560000,Kapelstraat 71,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656378,2650
€178000,Hoogstraat 20,3,F,724,0,Yes,0,100,12,2,1930,To renovate,0,1,0,0,1,Installed,Gas,10656377,9400
€298000,Hoogstraat 20,4,F,680,0,Yes,0,660,20,3,1963,Good,0,1,0,Yes,2,Hyper equipped,Gas,10656375,9420
€329000,Hoogstraat 20,3,C,223,0,Yes,0,270,15,2,1974,As new,0,1,0,0,2,USA hyper equipped,Gas,10656374,9300
€229000,Hoogstraat 20,3,E,449,0,Yes,0,363,22,3,1962,To renovate,0,1,0,0,0,Installed,Gas,10656371,9420
€439000,Hoogstraat 20,4,D,396,0,Yes,0,570,40,4,1994,Good,0,2,1,Yes,3,Installed,Electric,10656370,9290
€215000,Ryksweg 235,3,F,690,0,0,0,548,0,4,1966,0,0,1,0,0,0,0,Gas,10656367,3650
€179000,BRUGSTRAAT 31  BUS 4,2,F,532,No,0,0,250,30,2,1925,To be done up,0,1,1,0,1,Semi equipped,Gas,10656366,9500
€169000,BRUGSTRAAT 31  BUS 4,2,D,352,No,0,15,113,41,2,0,0,0,1,1,0,2,0,Gas,10420097,9500
€529000,"Turnhoutsebaan, 532",3,C,285,0,Yes,0,435,0,3,1938,0,0,1,0,0,0,0,0,10656364,2970
€,Amsterdamstraat 27,2,A,98,No,0,7,0,42,2,0,Good,0,1,0,0,1,0,0,2100,20
€774500,Rumstsesteenweg 1,5,Not specified,Not specified,0,Yes,0,690,45,4,0,As new,0,2,0,Yes,3,0,0,10656358,2840
€189000,Avenue de Laeken 29,1,G,744,No,0,5,0,27,2,1922,As new,0,1,0,0,1,USA installed,Gas,10656357,1090
€365000,Hondsstraat 21B1,4,F,921,No,0,35,1570,39,4,1971,Good,0,1,0,0,2,Installed,Fuel oil,10656354,3700
€165000,Hondsstraat 21B1,2,F,591,No,0,0,322,35,2,0,Good,0,1,0,0,2,Installed,Gas,10656352,3700
€454500,Rumstsesteenweg 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656349,2840
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656348,1050
€269000,Graanmarkt 10,2,A,99,0,Yes,0,85,20,2,1919,Good,0,1,0,0,1,USA installed,Gas,10656347,9300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656346,1030
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656345,1050
€1195000,Rue François Libert 39,5,C,242,No,0,100,4000,60,4,1970,Just renovated,0,5,0,Yes,3,USA hyper equipped,Fuel oil,10656344,1380
€490000,"Avenue de Mérode , 4",3,C,199,No,0,20,1500,33,3,0,Just renovated,0,1,0,Yes,2,0,Pellet,10656343,1370
€2095000,Albert plein 10,3,A,65,No,Yes,0,0,0,2,2016,As new,0,2,1,Yes,2,Hyper equipped,Gas,10656342,8300
€995000,Albert plein 10,3,F,589,No,Yes,0,224,0,3,0,To renovate,0,2,2,0,2,Semi equipped,Gas,10656340,8300
€595000,Albert plein 10,2,Not specified,Not specified,0,Yes,0,0,0,0,2017,As new,0,2,2,0,2,USA hyper equipped,Gas,10656339,8300
€720000,Albert plein 10,2,A,98,Yes,Yes,0,0,0,2,2012,As new,0,2,2,0,2,Hyper equipped,Gas,10656338,8300
€745000,Brusselsesteenweg 6,3,C,230,0,Yes,0,1054,50,4,1951,0,0,3,0,Yes,2,Hyper equipped,Gas,10656337,2800
€339900,"Mechelsesteenweg,157",2,D,349,No,Yes,0,303,28,2,0,Good,0,1,0,0,0,Installed,Gas,2660,20
€175000,Route de Gozée 651/1,4,E,384,No,0,60,170,0,2,0,Good,0,1,0,0,1,Installed,Gas,6140,27
€,"Prins Boudewijnlaan, 112-114",2,B,152,0,Yes,0,0,0,0,1974,As new,0,2,0,0,0,0,0,2600,20
€15.000,Monnikeredestraat 11,0,Not specified,Not specified,0,0,8,99,0,2,2022,0,0,0,0,0,0,Hyper equipped,0,10656329,9980
€725000,"Val des Seigneurs, 9a",4,D,205,No,0,0,120,47,2,1932,As new,0,2,0,Yes,2,USA hyper equipped,Gas,10656328,1150
€15.000,Monnikeredestraat 11,3,Not specified,Not specified,0,0,12,0,0,2,2022,0,0,2,0,0,0,Hyper equipped,Gas,10656327,9980
€485000,Grote Markt 22,3,D,367,No,Yes,0,1440,0,4,1982,0,0,1,0,0,2,0,Gas,10656325,2300
€185000,Grote Markt 22,4,C,295,No,Yes,0,270,0,4,1980,0,0,1,0,0,0,0,Gas,2382,20
€17.500,Frederik Van Eedenplein 8,2,C,207,No,0,7,0,0,2,1969,0,0,1,0,0,1,0,Gas,10656323,2050
€17.500,Frederik Van Eedenplein 8,2,C,217,No,0,7,0,0,2,1969,0,0,1,0,0,1,0,Gas,10656322,2050
€410000,Chaussée d Alsemberg 256,3,Not specified,Not specified,No,Yes,0,0,48,2,0,As new,0,2,1,0,2,USA hyper equipped,0,1652,20
€230000,Boulevard d'Avroy 19,2,D,339,No,0,0,0,26,2,0,Good,0,1,0,0,1,Not installed,0,10656316,4000
€285000,"Capucienenlaan, 1",3,C,211,No,0,22,120,24,2,0,Just renovated,0,1,0,0,2,USA hyper equipped,Gas,9320,20
€285000,"Capucienenlaan, 1",3,C,211,No,0,22,120,24,2,0,Just renovated,0,1,0,0,2,USA hyper equipped,Gas,10588313,9300
€285000,"Capucienenlaan, 1",3,C,211,No,0,22,120,24,2,0,Just renovated,0,1,0,0,2,USA hyper equipped,Gas,9320,20
€200000,Rue du Moulin 2,4,Not specified,Not specified,0,Yes,0,5150,22,3,0,0,0,2,0,0,0,0,0,10656312,7120
€200000,Rue du Moulin 2,4,Not specified,Not specified,0,Yes,0,4670,22,3,0,0,0,2,0,0,0,0,0,10656311,7120
€155000,Rue du Moulin 2,2,E,411,No,0,11,260,18,2,0,To renovate,0,1,0,0,1,Not installed,Fuel oil,7110,20
€.,Rue de Herve 659,3,E,363,No,0,22,164,0,2,1948,Good,0,1,0,0,2,Installed,Fuel oil,3,27
€.,Rue de Herve 659,5,C,195,No,0,25,250,0,2,0,To be done up,0,3,0,0,3,Installed,0,6061,20
€294500,Rue de Herve 659,3,F,627,No,0,0,575,32,3,1963,Good,0,1,0,0,0,Installed,Gas,10656300,3512
€499000,"Brusselsesteenweg, 518",5,B,155,No,0,28,1000,30,4,1993,Good,0,2,0,Yes,0,USA hyper equipped,Fuel oil,3,20
€495000,"Brusselsesteenweg, 518",3,D,326,No,Yes,0,900,21,4,1919,Good,0,1,0,0,0,Installed,Fuel oil,1315,20
€327500,Avenue Louis Libert 1,4,D,263,No,Yes,0,968,47,3,1964,To renovate,0,1,0,Yes,0,Installed,Fuel oil,10656297,4180
€319000,Goedehoopstraat 21,4,C,255,0,Yes,0,82,0,2,0,Good,0,1,0,0,1,Hyper equipped,0,10656295,2660
€159000,Goedehoopstraat 21,1,F,634,No,0,0,0,0,2,0,0,0,1,0,0,1,Installed,Gas,10656294,2000
€165000,Goedehoopstraat 21,2,C,247,No,0,0,0,23,3,1978,0,0,1,0,0,0,0,0,10656293,2140
€540000,"Av. de Tervueren, 37",2,G,452,0,0,9,0,0,2,1930,To renovate,0,1,0,0,1,0,Fuel oil,10656291,1190
€261500,Route du Condroz 72,3,B,96,0,0,15,112,0,2,2022,0,0,1,0,0,2,0,Gas,4100,20
€159000,Voie de L'air Pur 211,2,F,445,0,Yes,0,0,37,0,0,Just renovated,0,1,1,0,1,Semi equipped,Electric,10656254,4610
€563.44,Voie de L'air Pur 211,1,F,496,No,0,20,0,20,2,1973,Good,0,1,0,0,1,Installed,Gas,4053,20
€399000,Baron de Gieylaan 18,3,D,304,No,Yes,0,0,0,2,0,As new,0,1,0,0,0,Hyper equipped,0,10656249,9000
€304384,Eikenenweg 73/1,3,Not specified,Not specified,0,Yes,0,182,0,2,0,As new,0,1,0,0,0,0,0,10656240,3700
€318558,Eikenenweg 73/1,3,Not specified,Not specified,0,Yes,0,233,0,2,0,As new,0,1,0,0,0,0,0,10656238,3700
€303341,Eikenenweg 73/1,3,Not specified,Not specified,0,Yes,0,179,0,2,0,As new,0,1,0,0,0,0,0,10656237,3700
€298888,Eikenenweg 73/1,3,Not specified,Not specified,0,Yes,0,163,0,2,0,As new,0,1,0,0,0,0,0,10656235,3700
€320000,Eikenenweg 73/1,4,B,176,0,Yes,0,1610,0,4,1957,Just renovated,0,0,0,0,0,0,Gas,10656233,3530
€840000,Avenue Louise 480,0,A,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656232,1410
€495000,Avenue Louise 480,2,B,93,0,0,14,0,0,2,2023,0,0,2,1,0,1,Installed,0,10656231,1410
€302000,Avenue Louise 480,1,B,93,No,0,7,0,0,2,2023,0,0,1,1,0,1,Installed,0,10656230,1410
€311000,Avenue Louise 480,1,B,93,No,0,18,0,0,2,2023,0,0,1,1,0,1,Installed,0,10656229,1410
€530000,Avenue Louise 480,2,B,93,No,0,15,0,0,2,2023,0,0,2,1,0,1,Installed,0,10656228,1410
€309000,Steenweg 299,3,D,303,0,Yes,0,651,14,2,0,Good,0,1,0,0,2,Hyper equipped,Gas,10656227,9470
€245000,Antwerpsestraat 292,2,B,154,0,0,0,0,0,2,1979,Good,0,1,0,0,1,Semi equipped,Gas,10656225,2640
€445000,Yzerhand 33,3,B,109,No,0,25,316,40,3,2009,As new,0,1,0,0,2,USA hyper equipped,Gas,9120,20
€365000,Yzerhand 33,3,B,148,No,0,25,301,30,3,1974,Just renovated,0,1,0,0,2,USA hyper equipped,Gas,10656223,9120
€205000,Museumstraat 14 B,2,B,171,0,0,5,0,0,2,1968,0,0,1,0,0,0,0,Gas,10656218,2600
€249000,Museumstraat 14 B,2,F,100.17,0,0,0,0,0,2,2015,Good,0,1,0,0,0,0,Gas,10656216,2018
€495000,Brusselbaan 90,4,B,200,0,0,56,543,44,4,1995,As new,0,2,0,Yes,3,Hyper equipped,0,10547168,1840
€975000,Den Triangel 2,3,B,151,No,Yes,0,614,0,4,2006,As new,0,1,0,0,2,USA hyper equipped,Gas,10656207,8301
€429000,Jeruzalemstraat 33,4,E,405,0,Yes,0,0,0,2,0,Good,0,2,0,Yes,0,0,Gas,10656204,8000
€269000,Jeruzalemstraat 33,2,F,576,0,Yes,0,52,0,3,0,Good,0,1,0,0,1,0,Gas,10656203,8000
€229000,Grand rue 191,3,G,747,No,0,25,140,35,2,1909,To renovate,0,1,0,0,2,Not installed,Fuel oil,10656202,4870
€,Ter Heydelaan 227,5,B,153,0,Yes,0,521,0,4,2006,As new,0,2,0,Yes,0,Hyper equipped,Gas,10656200,2627
€,Ter Heydelaan 227,5,B,153,0,Yes,0,521,0,4,2006,As new,0,2,0,Yes,0,Hyper equipped,Gas,10656199,2627
€),Ter Heydelaan 227,2,B,125,0,Yes,0,0,0,0,2009,As new,0,1,0,0,0,USA hyper equipped,Gas,10656198,2845
€437806,"Kerkstraat, 38",3,A,55.54,No,Yes,0,269,0,3,0,0,0,1,0,0,2,Hyper equipped,0,10656197,1760
€267.11/month.,Avenue Baron Albert d'Huart 130,2,G,510,No,0,7,0,28,2,1958,Just renovated,0,1,1,0,1,Hyper equipped,Gas,10656196,1150
€2490000,Avenue Baron Albert d'Huart 130,5,F,342,No,Yes,0,1350,65,4,1923,As new,0,3,1,0,4,Hyper equipped,Gas,10656195,1150
€219000,Chaussée de Gand 331,2,Not specified,Not specified,No,0,7,0,35,2,1995,Good,0,1,1,0,1,Installed,Electric,10656191,1070
€270000,Rue Bonne Fortune 9,2,Not specified,Not specified,0,0,8,0,0,2,2023,As new,0,1,0,0,1,Installed,0,8,3
€260000,Rue Bonne Fortune 9,3,Not specified,Not specified,0,0,24,0,0,2,2023,As new,0,1,0,0,1,Installed,0,8,3
€270000,Rue Bonne Fortune 9,2,Not specified,Not specified,0,0,8,0,0,2,2023,As new,0,1,0,0,1,Installed,0,8,3
€265000,Cicerolaan 33,2,F,282,No,0,8,0,0,0,1968,Good,0,1,0,0,0,Hyper equipped,Gas,10656183,1140
€559000,Cicerolaan 33,3,B,184,0,Yes,0,1030,48,3,1978,Good,0,1,0,0,2,Hyper equipped,Gas,10656182,1930
€479000,Astridlaan 1,4,B,175,0,Yes,0,306,39,3,1995,As new,0,2,2,0,3,USA hyper equipped,Gas,10656180,1860
€550000,Chaussée de Marche 474,4,F,478,No,0,40,3251,0,4,1950,Good,0,1,1,0,2,Installed,Fuel oil,5020,20
€399000,Kattendijkdok Westkaai 33,4,A,80,0,0,18,235,63,2,2021,0,0,1,0,0,3,Not installed,0,10656176,2950
€845000,rue du bosquet 3,4,C,241,0,0,0,2139,41,4,1980,0,0,2,0,0,0,0,Fuel oil,10656172,1325
€269500,"Roterijstraat, 202",3,C,277,0,0,0,143,0,2,0,Good,0,0,0,0,2,Installed,Gas,10656170,8790
€325000,Rue Voot 4,2,C,117,No,0,13,0,25,2,0,Just renovated,0,1,0,0,1,Hyper equipped,Gas,10656168,1200
€190000,Rue Voot 4,1,G,476,No,0,0,0,16,2,1900,As new,0,1,0,0,1,USA hyper equipped,Gas,10656167,1030
€595000,Avenue Louise 120 (4e étage),3,E,230,No,0,17,0,75,0,0,Good,0,2,0,0,2,USA hyper equipped,Gas,10656165,1190
€349500,"Fruithoflaan, 1",2,B,186,0,0,7,0,40,0,1974,Just renovated,0,1,0,0,1,Installed,Gas,10656164,2600
€279500,"Fruithoflaan, 1",2,B,195,0,0,2,0,35,0,1958,Just renovated,0,1,0,0,1,Installed,Fuel oil,10656163,2600
€495000,Museumstraat 50,2,C,290,0,0,30,0,0,0,0,Good,0,1,0,0,1,Semi equipped,Gas,10656162,2000
€350000,Koning Ridderdijk 11,3,C,206,0,Yes,0,204,0,0,2001,As new,0,1,0,No,2,USA installed,Gas,10656159,8620
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10656158,9000
€299000,Koeltorenlaan 11/3,3,Not specified,Not specified,0,0,45,0,40,0,2004,0,0,1,0,No,0,0,Electric,10656154,3550
€308950,Koeltorenlaan 11/3,3,D,342,0,0,0,524,32,0,1978,Good,0,1,0,Yes,1,0,Gas,10656152,3530
€638000,"Meir, 24",3,D,376,0,0,0,465,44,0,1957,As new,0,1,0,No,1,Installed,0,10656147,2640
